   911 BOWIE         
  7478 PLATER        
  6643 MOORE  N.R.   
  6198 MCCREERY      
   222 ARCHER        
  6925 NICHOLSON     
  2501 DENNIS        
  3001 EUSTIS        
  2214 CROWNINSHIE   
  2287 CUTLER        
  9650 VARNUM        
  2801 DWIGHT        
  9154 TAGGART       
  6571 MITCHELL  N   
 10169 WILLIAMS  L   
   733 BISHOP        
  4181 HASTINGS      
  8865 STEDMAN       
  8563 SKINNER       
  5477 LARNED        
  8338 SEAVER        
  2294 CUTTS         
  9707 WADSWORTH     
  9271 THATCHER      
  1732 CLAGETT       
  9257 TENNEY        
  4600 HOUGH         
   679 BETTON        
  4748 HUNT          
  4293 HELMS         
  2942 ELMER         
  6760 MOTT          
  8581 SLOAN         
  8748 SOUTHARD      
   927 BOYD          
  8647 SMITH  J.     
  7907 RIKER         
  8206 SANDS         
  6577 MITCHILL  S   
  9602 VANCORTLAND   
  6172 MCCORD        
  9662 VERPLANCK     
  4169 HASBROUCK     
  5716 LIVINGSTON    
  9630 VANRENSSELA   
  9376 TIBBITTS      
  7173 PALMER        
  9290 THOMAS        
  8187 SAMMONS       
  8056 ROOT          
  3840 GRISWOLD  G   
  7230 PATTERSON     
  7403 PHELPS        
 10407 WYNNS         
   148 ALSTON        
  5186 KENNEDY       
   754 BLACKLEDGE    
  3594 GILLESPIE     
  7658 PURVIANCE     
  8837 STANFORD      
 10171 WILLIAMS  M   
    88 ALEXANDER     
  4519 HOLLAND       
 10280 WINSTON       
  6728 MORROW        
  7867 RICHARDS      
  5594 LEIB          
  1814 CLAY  J.      
  9621 VAN HORNE     
  1132 BROWN         
  2005 CONRAD        
   169 ANDERSON      
  4394 HIESTER       
 10054 WHITEHILL     
   429 BARD          
  4037 HANNA         
  3805 GREGG         
  8938 STEWART       
  7760 REA           
  3147 FINDLEY       
  8596 SMILIE        
  4502 HOGE  W.      
  5822 LUCAS         
  5338 KNIGHT        
  8845 STANTON       
  5814 LOWNDES       
  1354 BUTLER        
  4694 HUGER         
  4019 HAMPTON       
 10275 WINN          
  1575 CASEY         
  6653 MOORE  T.     
  2814 EARLE         
  1448 CAMPBELL  G   
  2583 DICKSON       
  7838 RHEA          
  7055 OLIN          
  2911 ELLIOTT       
  1625 CHAMBERLAIN   
  1708 CHITTENDEN    
  4858 JACKSON       
  8894 STEPHENSON    
  8646 SMITH  J.     
  4532 HOLMES        
  5649 LEWIS  T.     
  6625 MOORE  A.     
 10210 WILSON        
  9468 TRIGG  A.     
  5645 LEWIS  J.     
  5064 JONES         
  9335 THOMPSON      
  2426 DAWSON        
  6886 NEW           
  3826 GRIFFIN       
  9470 TRIGG  J.     
  1756 CLARK         
  1815 CLAY  M.      
  7723 RANDOLPH  J   
  2977 EPPES         
  1739 CLAIBORNE     
  3691 GOODWYN       
  3763 GRAY          
  6905 NEWTON        
  7727 RANDOLPH  T   
  1853 CLOPTON       
  9452 TRACY  U.     
  4433 HILLHOUSE     
 10043 WHITE  S.     
  9947 WELLS  W.H.   
   524 BAYARD  J.    
   379 BALDWIN  A.   
  4854 JACKSON  J.   
   994 BRECKINRIDG   
  1118 BROWN  J.     
  8678 SMITH  S.     
 10396 WRIGHT  R.    
  7428 PICKERING     
    34 ADAMS  J.Q.   
  7493 PLUMER  W.    
  7048 OLCOTT  S.    
  2440 DAYTON  J.    
  1974 CONDIT  J.    
   351 BAILEY  T.    
   233 ARMSTRONG     
  3342 FRANKLIN      
  8977 STONE  D.     
  8645 SMITH  J.     
 10379 WORTHINGTON   
  5744 LOGAN  G.     
  5890 MACLAY  S.    
  2903 ELLERY  C.    
  7559 POTTER  S.    
  4656 HOWLAND  B.   
  9088 SUMTER  T.    
   174 ANDERSON      
  1888 COCKE  W.     
  8639 SMITH  I.     
   956 BRADLEY  S.   
  6913 NICHOLAS      
  6063 MASON  S.T.   
 99871 JEFFERSON     
  6746 MOSELEY       
  9169 TALLMADGE     
